CD_EUNIS;CD_EUNIS_SUP;LEVEL;LB_LEVEL;France_av;FRANCE;LB_EUNIS_FR;DESCRIPTION_FR;label
A2.525;A2.52;5;Niveau 5;TRUE;TRUE;;;Mediterranean [Juncus subulatus] beds
A2.526;A2.52;5;Niveau 5;TRUE;TRUE;;;Mediterranean saltmarsh scrubs
A2.5261;A2.526;6;Niveau 6;TRUE;TRUE;;;Creeping glasswort mats
A2.5262;A2.526;6;Niveau 6;TRUE;TRUE;;;Shrubby glasswort thickets
A2.5263;A2.526;6;Niveau 6;TRUE;TRUE;;;Glaucous glasswort thickets
A2.5264;A2.526;6;Niveau 6;TRUE;TRUE;;;Shrubby seablite thickets
A2.5265;A2.526;6;Niveau 6;TRUE;TRUE;;;Mediterranean sea-purslane-woody glasswort scrubs
A2.5266;A2.526;6;Niveau 6;TRUE;TRUE;;;Mediterranean [Halocnemum] scrub
A2.527;A2.52;5;Niveau 5;TRUE;TRUE;;;Atlantic salt scrubs
A2.5271;A2.527;6;Niveau 6;TRUE;TRUE;;;Silver scrubs
A2.5272;A2.527;6;Niveau 6;TRUE;TRUE;;;Atlantic creeping glasswort mats
A2.5273;A2.527;6;Niveau 6;TRUE;TRUE;;;Atlantic shrubby seablite scrubs
A2.5274;A2.527;6;Niveau 6;TRUE;TRUE;;;Atlantic shrubby glasswort scrubs
A2.528;A2.52;5;Niveau 5;FALSE;TRUE;;;Mediterranean [Limoniastrum] scrubs
A2.529;A2.52;5;Niveau 5;FALSE;FALSE;;;Canary Island saltmarsh scrubs
A2.53;A2.5;4;Niveau 4;TRUE;TRUE;;;Mid-upper saltmarshes and saline and brackish reed, rush and sedge beds
A2.53A;A2.53;5;Niveau 5;TRUE;TRUE;;;[Festuca rubra] mid-upper saltmarshes
A2.53B;A2.53;5;Niveau 5;TRUE;TRUE;;;Mid-upper saltmarshes: sub-communities of [Festuca rubra] with [Agrostis stolonifera], [Juncus gerardi], [Puccinellia maritima], [Glaux maritima], [Triglochin maritima], [Armeria maritima] and [Plantago maritima]
A2.53C;A2.53;5;Niveau 5;TRUE;TRUE;;;Marine saline beds of [Phragmites australis]
A2.53D;A2.53;5;Niveau 5;TRUE;TRUE;;;Geolittoral wetlands and meadows: saline and brackish reed, rush and sedge stands
A2.53D1;A2.53D;6;Niveau 6;TRUE;TRUE;;;Geolittoral wetlands and meadows: saline and brackish reed, rush and sedge stands: natural stands
A2.53D2;A2.53D;6;Niveau 6;TRUE;TRUE;;;Geolittoral wetlands and meadows: saline and brackish reed, rush and sedge stands: harvested stands
A2.531;A2.53;5;Niveau 5;TRUE;TRUE;;;Atlantic upper shore communities
A2.531A;A2.531;6;Niveau 6;TRUE;TRUE;;;Atlantic [Juncus maritimus] beds
A2.531B;A2.531;6;Niveau 6;TRUE;TRUE;;;Atlantic sea wormwood salt meadows
A2.531C;A2.531;6;Niveau 6;TRUE;TRUE;;;Atlantic [Potentilla anserina] carpets
A2.531D;A2.531;6;Niveau 6;TRUE;TRUE;;;Atlantic sea-heath communities
A2.531E;A2.531;6;Niveau 6;TRUE;TRUE;;;Atlantic upper schorre sea aster beds
A2.531F;A2.531;6;Niveau 6;TRUE;TRUE;;;Atlantic strawberry clover swards
A2.531G;A2.531;6;Niveau 6;TRUE;TRUE;;;Atlantic black sedge salt meadows
A2.531H;A2.531;6;Niveau 6;TRUE;FALSE;;;Scandinavian bogrush shore communities
A2.531I;A2.531;6;Niveau 6;TRUE;FALSE;;;Northern [Agrostis-Festuca-Leontodon] communities
A2.531J;A2.531;6;Niveau 6;TRUE;FALSE;;;Fenno-Scandian [Calamagrostis stricta]-sedge swards
A2.531K;A2.531;6;Niveau 6;FALSE;FALSE;;;Baltic [Carex scandinavica] swards
A2.5311;A2.531;6;Niveau 6;TRUE;TRUE;;;Atlantic [Juncus gerardii] saltmeadows
A2.5312;A2.531;6;Niveau 6;TRUE;TRUE;;;Atlantic [Plantago maritima] saltmeadows
A2.5313;A2.531;6;Niveau 6;FALSE;TRUE;;;Atlantic [Festuca rubra]-[Agrostis stolonifera] swards
A2.5314;A2.531;6;Niveau 6;TRUE;TRUE;;;Atlantic thrift swards
A2.5315;A2.531;6;Niveau 6;TRUE;TRUE;;;Atlantic [Carex distans] beds
A2.5316;A2.531;6;Niveau 6;TRUE;TRUE;;;Atlantic [Carex extensa] saltmeadows
A2.5317;A2.531;6;Niveau 6;TRUE;TRUE;;;Atlantic sea lavender meadows
A2.5318;A2.531;6;Niveau 6;TRUE;TRUE;;;Atlantic [Blysmus] salt meadows
A2.5319;A2.531;6;Niveau 6;TRUE;FALSE;;;Atlantic [Eleocharis] salt meadows
A2.532;A2.53;5;Niveau 5;TRUE;TRUE;;;Mediterranean halo-psammophile meadows
A2.533;A2.53;5;Niveau 5;TRUE;FALSE;;;Upper shore arctic salt meadows
A2.534;A2.53;5;Niveau 5;TRUE;FALSE;;;Sulphurous arctic salt meadows
A2.535;A2.53;5;Niveau 5;TRUE;TRUE;;;[Juncus maritimus] mid-upper saltmarshes
A2.536;A2.53;5;Niveau 5;TRUE;TRUE;;;[Juncus maritimus] mid-upper saltmarshes with [Triglochin maritima]
A2.537;A2.53;5;Niveau 5;TRUE;TRUE;;;[Eleocharis uniglumis] mid-upper saltmarshes
A2.538;A2.53;5;Niveau 5;TRUE;TRUE;;;[Blysmus rufus] mid-upper saltmarshes
A2.539;A2.53;5;Niveau 5;TRUE;TRUE;;;Mid-upper saltmarshes: [Artemisia maritima] with [Festuca rubra], or open canopy of [Artemisia maritima] and [Halimione]
A2.54;A2.5;4;Niveau 4;TRUE;TRUE;;;Low-mid saltmarshes
A2.541;A2.54;5;Niveau 5;TRUE;TRUE;;;Atlantic saltmarsh grass lawns
A2.542;A2.54;5;Niveau 5;TRUE;TRUE;;;Atlantic lower shore communities
A2.5421;A2.542;6;Niveau 6;TRUE;TRUE;;;Sea purslane-saltmarsh grass meadows
A2.5422;A2.542;6;Niveau 6;TRUE;TRUE;;;Sea aster-saltmarsh grass meadows
A2.5423;A2.542;6;Niveau 6;TRUE;TRUE;;;Glasswort-saltmarsh grass meadows
A2.5424;A2.542;6;Niveau 6;TRUE;TRUE;;;Atlantic stalked orache beds
A2.5425;A2.542;6;Niveau 6;TRUE;FALSE;;;[Pelvetia]-saltmarsh grass meadows
A2.5426;A2.542;6;Niveau 6;TRUE;FALSE;;;[Catabrosa]-saltmarsh grass meadows
A2.5427;A2.542;6;Niveau 6;TRUE;TRUE;;;[Glaux]-saltmarsh grass meadows
A2.5428;A2.542;6;Niveau 6;TRUE;TRUE;;;[Plantago]-saltmarsh grass meadows
A2.5429;A2.542;6;Niveau 6;TRUE;TRUE;;;[Limonium]-saltmarsh grass meadows
A2.543;A2.54;5;Niveau 5;TRUE;TRUE;;;Mediterranean coastal-saltmarsh grass swards
A2.544;A2.54;5;Niveau 5;TRUE;FALSE;;;Lower shore arctic salt meadows
A2.545;A2.54;5;Niveau 5;TRUE;TRUE;;;[Halimione portulacoides] low-mid saltmarshes
A2.546;A2.54;5;Niveau 5;TRUE;TRUE;;;[Puccinellia maritima] low-mid saltmarshes
A2.547;A2.54;5;Niveau 5;TRUE;TRUE;;;"Sub-communities of [Puccinellia maritima] saltmarsh with [Limonium vulgare] and [Armeria maritima]; [P. maritima] with [Glaux maritima] co-dominant in species-poor vegetation; [Puccinellia maritima] with [Plantago maritima] and/or [Armeria maritima]"
A2.548;A2.54;5;Niveau 5;TRUE;TRUE;;;Annual [Salicornia], [Suaeda] and [Puccinellia maritima] low-mid saltmarshes
A2.55;A2.5;4;Niveau 4;TRUE;TRUE;;;Pioneer saltmarshes
A2.551;A2.55;5;Niveau 5;TRUE;TRUE;;;[Salicornia], [Suaeda] and [Salsola] pioneer saltmarshes
A2.5511;A2.551;6;Niveau 6;TRUE;TRUE;;;Biocenosis of beaches with slowly-drying wracks under glassworts
A2.5512;A2.551;6;Niveau 6;TRUE;TRUE;;;[Suaeda maritima] pioneer saltmarshes
A2.5513;A2.551;6;Niveau 6;TRUE;TRUE;;;[Salicornia] spp. pioneer saltmarshes
A2.5514;A2.551;6;Niveau 6;TRUE;TRUE;;;[Salicornia veneta] swards
A2.5515;A2.551;6;Niveau 6;TRUE;FALSE;;;Black Sea annual [Salicornia], [Suaeda] and [Salsola] saltmarshes
A2.5516;A2.551;6;Niveau 6;TRUE;TRUE;;;Low-shore Mediterranean glasswort swards
A2.552;A2.55;5;Niveau 5;TRUE;TRUE;;;Mediterranean coastal halo-nitrophilous pioneer communities
A2.553;A2.55;5;Niveau 5;TRUE;TRUE;;;Atlantic [Sagina maritima] communities
A2.554;A2.55;5;Niveau 5;TRUE;TRUE;;;Flat-leaved [Spartina] swards
A2.5541;A2.554;6;Niveau 6;TRUE;TRUE;;;[Spartina anglica] pioneer saltmarshes
A2.5542;A2.554;6;Niveau 6;TRUE;TRUE;;;[Spartina alterniflora] with [Spartina anglica], [Puccinellia maritima] and [Aster tripolium]
A2.5543;A2.554;6;Niveau 6;TRUE;TRUE;;;[Spartina maritima] pioneer saltmarshes
A2.555;A2.55;5;Niveau 5;TRUE;FALSE;;;[Spartina densiflora] swards
A2.556;A2.55;5;Niveau 5;TRUE;TRUE;;;Rayed [Aster tripolium] pioneer saltmarshes
A2.557;A2.55;5;Niveau 5;TRUE;TRUE;;;[Aster tripolium] var. [discoides] pioneer saltmarshes
A2.558;A2.55;5;Niveau 5;TRUE;TRUE;;;[Arthrocnemum perenne] pioneer saltmarshes, sometimes with [Halimione], [Puccinellia] and [Suaeda]
A2.6;A2;3;Niveau 3;TRUE;TRUE;;;Littoral sediments dominated by aquatic angiosperms
A2.61;A2.6;4;Niveau 4;TRUE;TRUE;;;Seagrass beds on littoral sediments
A2.611;A2.61;5;Niveau 5;TRUE;TRUE;;;Mainland Atlantic [Zostera noltii] or [Zostera angustifolia] meadows
A2.6111;A2.611;6;Niveau 6;TRUE;TRUE;;;[Zostera noltii] beds in littoral muddy sand
A2.612;A2.61;5;Niveau 5;FALSE;FALSE;;;Macaronesian [Zostera noltii] meadows
A2.613;A2.61;5;Niveau 5;TRUE;FALSE;;;Pontic [Zostera marina] and [Zostera noltii] meadows
A2.614;A2.61;5;Niveau 5;TRUE;TRUE;;;[Ruppia maritima] on lower shore sediment
A2.62;A2.6;4;Niveau 4;TRUE;TRUE;;;Marine [Cyperaceae] beds
A2.621;A2.62;5;Niveau 5;TRUE;TRUE;;;[Eleocharis] beds
A2.6211;A2.621;6;Niveau 6;TRUE;TRUE;;;[Eleocharis parvula] beds
A2.6212;A2.621;6;Niveau 6;TRUE;FALSE;;;Bothnian [Eleocharis acicularis] beds
A2.7;A2;3;Niveau 3;TRUE;TRUE;;;Littoral biogenic reefs
A2.71;A2.7;4;Niveau 4;TRUE;TRUE;;;Littoral [Sabellaria] reefs
A2.711;A2.71;5;Niveau 5;TRUE;TRUE;;;[Sabellaria alveolata] reefs on sand-abraded eulittoral rock
A2.72;A2.7;4;Niveau 4;TRUE;TRUE;;;Littoral mussel beds on sediment
A2.721;A2.72;5;Niveau 5;TRUE;TRUE;;;[Mytilus edulis] beds on littoral sediments
A2.7211;A2.721;6;Niveau 6;TRUE;TRUE;;;[Mytilus edulis] beds on littoral mixed substrata
A2.7212;A2.721;6;Niveau 6;TRUE;TRUE;;;[Mytilus edulis] beds on littoral sand
A2.7213;A2.721;6;Niveau 6;TRUE;TRUE;;;[Mytilus edulis] beds on littoral mud
A2.73;A2.7;4;Niveau 4;FALSE;FALSE;;;Pontic [Ficopomatus enigmaticus] reefs
A2.8;A2;3;Niveau 3;TRUE;TRUE;;;Features of littoral sediment
A2.81;A2.8;4;Niveau 4;TRUE;TRUE;;;Methane seeps in littoral sediments
A2.82;A2.8;4;Niveau 4;TRUE;TRUE;;;Ephemeral green or red seaweeds (freshwater or sand-influenced) on mobile substrata
A2.821;A2.82;5;Niveau 5;TRUE;TRUE;;;Ephemeral green and red seaweeds on variable salinity and/or disturbed eulittoral mixed substrata
A2.83;A2.8;4;Niveau 4;TRUE;FALSE;;;Hydrolittoral stony substrata
A2.831;A2.83;5;Niveau 5;TRUE;FALSE;;;Hydrolittoral stony substrata: level bottoms with little or no macrophyte vegetation
A2.832;A2.83;5;Niveau 5;TRUE;FALSE;;;Hydrolittoral stony substrata: level bottoms dominated by macrophyte vegetation
A2.833;A2.83;5;Niveau 5;TRUE;FALSE;;;Hydrolittoral stony substrata: reefs
A2.84;A2.8;4;Niveau 4;TRUE;FALSE;;;Hydrolittoral gravel substrata
A2.841;A2.84;5;Niveau 5;TRUE;FALSE;;;Hydrolittoral gravel substrata: level bottoms with little or no macrophyte vegetation
A2.842;A2.84;5;Niveau 5;TRUE;FALSE;;;Hydrolittoral gravel substrata: level bottoms dominated by macrophyte vegetation
A2.843;A2.84;5;Niveau 5;TRUE;FALSE;;;Hydrolittoral gravel substrata: banks
A2.85;A2.8;4;Niveau 4;TRUE;FALSE;;;Hydrolittoral sandy substrata
A2.851;A2.85;5;Niveau 5;TRUE;FALSE;;;Hydrolittoral sandy substrata: level bottoms with little or no macrophyte vegetation
A2.852;A2.85;5;Niveau 5;TRUE;FALSE;;;Hydrolittoral sandy substrata: level bottoms dominated by macrophyte vegetation
A2.853;A2.85;5;Niveau 5;TRUE;FALSE;;;Hydrolittoral sandy substrata: bars
A2.854;A2.85;5;Niveau 5;TRUE;FALSE;;;Hydrolittoral sandy substrata: banks
A2.86;A2.8;4;Niveau 4;TRUE;FALSE;;;Hydrolittoral muddy substrata
A2.861;A2.86;5;Niveau 5;TRUE;FALSE;;;Hydrolittoral muddy substrata: with little or no macrophyte vegetation
A2.862;A2.86;5;Niveau 5;TRUE;FALSE;;;Hydrolittoral muddy substrata: dominated by macrophyte vegetation
A2.87;A2.8;4;Niveau 4;TRUE;FALSE;;;Hydrolittoral mixed sediment substrata
A2.871;A2.87;5;Niveau 5;TRUE;FALSE;;;Hydrolittoral mixed sediment substrata: with little or no macrophyte vegetation
A2.872;A2.87;5;Niveau 5;TRUE;FALSE;;;Hydrolittoral mixed sediment substrata: dominated by macrophyte vegetation
A3;A;2;Niveau 2;TRUE;TRUE;;;Infralittoral rock and other hard substrata
A3.1;A3;3;Niveau 3;TRUE;TRUE;;;Atlantic and Mediterranean high energy infralittoral rock
A3.11;A3.1;4;Niveau 4;TRUE;TRUE;;;Kelp with cushion fauna and/or foliose red seaweeds
A3.111;A3.11;5;Niveau 5;TRUE;TRUE;;;[Alaria esculenta] on exposed sublittoral fringe bedrock
A3.1111;A3.111;6;Niveau 6;TRUE;TRUE;;;[Alaria esculenta], [Mytilus edulis] and coralline crusts on very exposed sublittoral fringe bedrock
A3.1112;A3.111;6;Niveau 6;TRUE;TRUE;;;[Alaria esculenta] and [Laminaria digitata] on exposed sublittoral fringe bedrock
A3.112;A3.11;5;Niveau 5;TRUE;TRUE;;;[Alaria esculenta] forest with dense anemones and crustose sponges on extremely exposed infralittoral bedrock
A3.113;A3.11;5;Niveau 5;TRUE;TRUE;;;[Laminaria hyperborea] forest with a faunal cushion (sponges and polyclinids) and foliose red seaweeds on very exposed infralittoral rock
A3.114;A3.11;5;Niveau 5;TRUE;TRUE;;;Sparse [Laminaria hyperborea] and dense [Paracentrotus lividus] on exposed infralittoral limestone
A3.115;A3.11;5;Niveau 5;TRUE;TRUE;;;[Laminaria hyperborea] with dense foliose red seaweeds on exposed infralittoral rock
A3.1151;A3.115;6;Niveau 6;TRUE;TRUE;;;[Laminaria hyperborea] forest with dense foliose red seaweeds on exposed upper infralittoral rock
A3.1152;A3.115;6;Niveau 6;TRUE;TRUE;;;[Laminaria hyperborea] park with dense foliose red seaweeds on exposed lower infralittoral rock
A3.1153;A3.115;6;Niveau 6;TRUE;TRUE;;;Mixed [Laminaria hyperborea] and [Laminaria ochroleuca] forest on exposed infralittoral rock
A3.116;A3.11;5;Niveau 5;TRUE;TRUE;;;Foliose red seaweeds on exposed lower infralittoral rock
A3.1161;A3.116;6;Niveau 6;TRUE;TRUE;;;Foliose red seaweeds with dense [Dictyota dichotoma] and/or [Dictyopteris membranacea] on exposed lower infralittoral rock
A3.117;A3.11;5;Niveau 5;TRUE;TRUE;;;[Laminaria hyperborea] and red seaweeds on exposed vertical rock
A3.118;A3.11;5;Niveau 5;TRUE;TRUE;;;Turf of articulated [Corallinaceae] on exposed to sheltered infralittoral bedrock and boulders
A3.12;A3.1;4;Niveau 4;TRUE;TRUE;;;Sediment-affected or disturbed kelp and seaweed communities
A3.121;A3.12;5;Niveau 5;TRUE;TRUE;;;[Saccorhiza polyschides] and other opportunistic kelps on disturbed upper infralittoral rock
A3.122;A3.12;5;Niveau 5;TRUE;TRUE;;;[Laminaria saccharina] and/or [Saccorhiza polyschides] on exposed infralittoral rock
A3.123;A3.12;5;Niveau 5;TRUE;TRUE;;;[Laminaria saccharina], [Chorda filum] and dense red seaweeds on shallow unstable infralittoral boulders and cobbles
A3.124;A3.12;5;Niveau 5;TRUE;TRUE;;;Dense [Desmarestia] spp. with filamentous red seaweeds on exposed infralittoral cobbles, pebbles and bedrock
A3.125;A3.12;5;Niveau 5;TRUE;TRUE;;;Mixed kelps with scour-tolerant and opportunistic foliose red seaweeds on scoured or sand-covered infralittoral rock
A3.126;A3.12;5;Niveau 5;TRUE;TRUE;;;[Halidrys siliquosa] and mixed kelps on tide-swept infralittoral rock with coarse sediment
A3.127;A3.12;5;Niveau 5;TRUE;TRUE;;;[Polyides rotundus], [Ahnfeltia plicata] and [Chondrus crispus] on sand-covered infralittoral rock
A3.128;A3.12;5;Niveau 5;FALSE;FALSE;;;Pontic [Cystoseira barbata] on exposed cobbles, boulders and bedrock mixed with and scoured by sand
A3.13;A3.1;4;Niveau 4;TRUE;TRUE;;;Mediterranean and Pontic communities of infralittoral algae very exposed to wave action
A3.131;A3.13;5;Niveau 5;TRUE;TRUE;;;Overgrazing facies with incrustant algaes and sea urchins
A3.132;A3.13;5;Niveau 5;TRUE;TRUE;;;Association with [Cystoseira amentacea] (var. [amentacea], var. [stricta], var. [spicata])
A3.133;A3.13;5;Niveau 5;TRUE;TRUE;;;Facies with [Vermetus] spp.
A3.134;A3.13;5;Niveau 5;TRUE;TRUE;;;Mediterranean and Pontic facies with [Mytilus galloprovincialis]
A3.135;A3.13;5;Niveau 5;TRUE;TRUE;;;Association with [Corallina elongata] and [Herposiphonia secunda]
A3.136;A3.13;5;Niveau 5;TRUE;TRUE;;;Mediterranean and Pontic association with [Corallina officinalis]
A3.137;A3.13;5;Niveau 5;TRUE;TRUE;;;Association with [Schottera nicaeensis]
A3.138;A3.13;5;Niveau 5;FALSE;FALSE;;;Pontic facies with [Petricola lithophaga] in very exposed vertical rock
A3.139;A3.13;5;Niveau 5;FALSE;FALSE;;;Pontic [Vermiliopsis infundibulum] bioegnic rocks
A3.14;A3.1;4;Niveau 4;TRUE;TRUE;;;Encrusting algal communities
A3.15;A3.1;4;Niveau 4;TRUE;TRUE;;;Frondose algal communities (other than kelp)
A3.151;A3.15;5;Niveau 5;TRUE;TRUE;;;[Cystoseira] spp. on exposed infralittoral bedrock and boulders
A3.152;A3.15;5;Niveau 5;FALSE;FALSE;;;Pontic [Ulva rigida] communities on exposed infralittoral bedrock and boulders
A3.153;A3.15;5;Niveau 5;FALSE;FALSE;;;Pontic [Gelidium latifolium] communities on exposed infralittoral bedrock and boulders
A3.2;A3;3;Niveau 3;TRUE;TRUE;;;Atlantic and Mediterranean moderate energy infralittoral rock
A3.21;A3.2;4;Niveau 4;TRUE;TRUE;;;Kelp and red seaweeds (moderate energy infralittoral rock)
A3.211;A3.21;5;Niveau 5;TRUE;TRUE;;;[Laminaria digitata] on moderately exposed sublittoral fringe rock
A3.2111;A3.211;6;Niveau 6;TRUE;TRUE;;;[Laminaria digitata] on moderately exposed sublittoral fringe bedrock
A3.2112;A3.211;6;Niveau 6;TRUE;TRUE;;;[Laminaria digitata] and under-boulder fauna on sublittoral fringe boulders
A3.2113;A3.211;6;Niveau 6;TRUE;TRUE;;;[Laminaria digitata] and piddocks on sublittoral fringe soft rock
A3.212;A3.21;5;Niveau 5;TRUE;TRUE;;;[Laminaria hyperborea] on tide-swept, infralittoral rock
A3.2121;A3.212;6;Niveau 6;TRUE;TRUE;;;[Laminaria hyperborea] forest, foliose red seaweeds and a diverse fauna on tide-swept upper infralittoral rock
A3.2122;A3.212;6;Niveau 6;TRUE;TRUE;;;[Laminaria hyperborea] park with hydroids, bryozoans and sponges on tide-swept lower infralittoral rock
A3.213;A3.21;5;Niveau 5;TRUE;TRUE;;;[Laminaria hyperborea] on tide-swept infralittoral mixed substrata
A3.2131;A3.213;6;Niveau 6;TRUE;TRUE;;;[Laminaria hyperborea] forest and foliose red seaweeds on tide-swept upper infralittoral mixed substrata
A3.2132;A3.213;6;Niveau 6;TRUE;TRUE;;;[Laminaria hyperborea] park and foliose red seaweeds on tide-swept lower infralittoral mixed substrata
A3.214;A3.21;5;Niveau 5;TRUE;TRUE;;;[Laminaria hyperborea] and foliose red seaweeds on moderately exposed infralittoral rock
A3.2141;A3.214;6;Niveau 6;TRUE;TRUE;;;[Laminaria hyperborea] forest and foliose red seaweeds on moderately exposed upper infralittoral rock
A3.2142;A3.214;6;Niveau 6;TRUE;TRUE;;;[Laminaria hyperborea] park and foliose red seaweeds on moderately exposed lower infralittoral rock
A3.2143;A3.214;6;Niveau 6;TRUE;TRUE;;;Grazed [Laminaria hyperborea] forest with coralline crusts on upper infralittoral rock
A3.2144;A3.214;6;Niveau 6;TRUE;TRUE;;;Grazed [Laminaria hyperborea] park with coralline crusts on lower infralittoral rock
A3.2145;A3.214;6;Niveau 6;FALSE;TRUE;;;[Sabellaria spinulosa] with kelp and red seaweeds on sand-influenced infralittoral rock
A3.215;A3.21;5;Niveau 5;TRUE;TRUE;;;Dense foliose red seaweeds on silty moderately exposed infralittoral rock
A3.216;A3.21;5;Niveau 5;TRUE;TRUE;;;[Laminaria hyperborea] on moderately exposed vertical rock
A3.217;A3.21;5;Niveau 5;TRUE;TRUE;;;[Hiatella arctica] and seaweeds on vertical limestone / chalk
A3.22;A3.2;4;Niveau 4;TRUE;TRUE;;;Kelp and seaweed communities in tide-swept sheltered conditions
A3.221;A3.22;5;Niveau 5;TRUE;TRUE;;;[Laminaria digitata], ascidians and bryozoans on tide-swept sublittoral fringe rock
A3.222;A3.22;5;Niveau 5;TRUE;TRUE;;;Mixed kelp with foliose red seaweeds, sponges and ascidians on sheltered tide-swept infralittoral rock
A3.223;A3.22;5;Niveau 5;TRUE;TRUE;;;Mixed kelp and red seaweeds on infralittoral boulders, cobbles and gravel in tidal rapids
A3.224;A3.22;5;Niveau 5;TRUE;TRUE;;;[Laminaria saccharina] with foliose red seaweeds and ascidians on sheltered tide-swept infralittoral rock
A3.225;A3.22;5;Niveau 5;TRUE;TRUE;;;Filamentous red seaweeds, sponges and [Balanus crenatus] on tide-swept variable-salinity infralittoral rock
A3.226;A3.22;5;Niveau 5;FALSE;TRUE;;;[Halopteris filicina] with coralline crusts on moderately exposed infralittoral rock
A3.23;A3.2;4;Niveau 4;TRUE;TRUE;;;Mediterranean and Pontic communities of infralittoral algae moderately exposed to wave action
A3.23A;A3.23;5;Niveau 5;TRUE;TRUE;;;Mediterranean and Pontic Association with [Cystoseira crinita]
A3.23B;A3.23;5;Niveau 5;TRUE;TRUE;;;Association with [Cystoseira crinitophylla]
A3.23C;A3.23;5;Niveau 5;TRUE;TRUE;;;Association with [Cystoseira sauvageauana]
A3.23D;A3.23;5;Niveau 5;TRUE;TRUE;;;Association with [Cystoseira spinosa]
A3.23E;A3.23;5;Niveau 5;TRUE;TRUE;;;Association with [Sargassum vulgaris]
A3.23F;A3.23;5;Niveau 5;TRUE;TRUE;;;Association with [Dictyopteris polypodioides]
A3.23G;A3.23;5;Niveau 5;TRUE;TRUE;;;Association with [Calpomenia sinuosa]
A3.23H;A3.23;5;Niveau 5;TRUE;TRUE;;;Association with [Rhodymenia ardissonei] and [Rhodophyllis divaricata]
A3.23I;A3.23;5;Niveau 5;TRUE;TRUE;;;Facies with [Astroides calycularis]
A3.23J;A3.23;5;Niveau 5;TRUE;TRUE;;;Association with [Flabellia petiolata] and [Peyssonnelia squamaria]
A3.23K;A3.23;5;Niveau 5;TRUE;TRUE;;;Association with [Halymenia floresia] and [Halarachnion ligatatum]
A3.23L;A3.23;5;Niveau 5;TRUE;TRUE;;;Association with [Peyssonnelia rubra] and [Peyssonnelia] spp.
A3.23M;A3.23;5;Niveau 5;TRUE;FALSE;;;Pontic association with [Cystoseira barbata] and [Ulva rigida]
A3.23N;A3.23;5;Niveau 5;TRUE;FALSE;;;Pontic ephemeral mosaic of green and red seaweeds on moderately exposed or sheltered infralittoral rock (Enteromorpha , Ulva, Ceramium, Cladophora, Gelidium, Callithamnion, Corallina)
A3.23O;A3.23;5;Niveau 5;TRUE;FALSE;;;Pontic [Phyllophora nervosa] on vertical rock faces in the lower infralittoral
A3.231;A3.23;5;Niveau 5;TRUE;TRUE;;;Association with [Codium vermilara] and [Rhodymenia ardissonei]
A3.232;A3.23;5;Niveau 5;TRUE;TRUE;;;Association with [Dasycladus vermicularis]
A3.233;A3.23;5;Niveau 5;TRUE;TRUE;;;Association with [Alsidium helminthochorton]
A3.234;A3.23;5;Niveau 5;TRUE;TRUE;;;Association with [Cystoseira tamariscifolia] and [Saccorhiza polyschides]
A3.235;A3.23;5;Niveau 5;TRUE;TRUE;;;Association with [Gelidium spinosum v. hystrix]
A3.236;A3.23;5;Niveau 5;TRUE;TRUE;;;Association with [Lobophora variegata]
A3.237;A3.23;5;Niveau 5;FALSE;TRUE;;;Mediterranean and Pontic Association with [Ceramium rubrum]
A3.238;A3.23;5;Niveau 5;FALSE;TRUE;;;Facies with [Cladocora caespitosa]
A3.239;A3.23;5;Niveau 5;FALSE;TRUE;;;Association with [Cystoseira brachycarpa]
A3.24;A3.2;4;Niveau 4;TRUE;TRUE;;;Faunal communities on moderate energy infralittoral rock
A3.241;A3.24;5;Niveau 5;TRUE;FALSE;;;Pontic [Mytilus galloprovincialis] beds on infralittoral rock
A3.242;A3.24;5;Niveau 5;FALSE;FALSE;;;Pontic sponge crusts on lower infralittoral rock
A3.243;A3.24;5;Niveau 5;FALSE;FALSE;;;Pontic colonial ascidian and bryozoan crusts on bare infralittoral rock
A3.244;A3.24;5;Niveau 5;FALSE;FALSE;;;Pontic soft rock beds with [Pholas dactylus] burrows
